DRUG_ID	DRUG_NAME	TYPE	CLASS_SOURCE_ID	CLASS	SOURCE
4922	ceftolozane	has role	CHEBI:35441	antiinfective agent	CHEBI
4910	felypressin	has role	CHEBI:50514	vasoconstrictor agent	CHEBI
4910	felypressin	has role	CHEBI:59727	vasopressin receptor agonist	CHEBI
4911	chlormerodrin	has role	CHEBI:33295	diagnostic agent	CHEBI
4911	chlormerodrin	has role	CHEBI:35498	diuretic	CHEBI
4912	ombitasvir	has role	CHEBI:36044	antiviral drug	CHEBI
4898	netupitant	has role	CHEBI:50919	antiemetic	CHEBI
4899	ledipasvir	has role	CHEBI:36044	antiviral drug	CHEBI
4903	nintedanib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4903	nintedanib	has role	CHEBI:48422	angiogenesis inhibitor	CHEBI
4881	suvorexant	has role	CHEBI:35488	central nervous system depressant	CHEBI
4873	tedizolid phosphate	has role	CHEBI:22582	antibiotic	CHEBI
4873	tedizolid phosphate	has role	CHEBI:50266	prodrug	CHEBI
4874	efinaconazole	has role	CHEBI:35718	antifungal agent	CHEBI
4874	efinaconazole	has role	CHEBI:77884	EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor	CHEBI
4875	daclatasvir	has role	CHEBI:36044	antiviral drug	CHEBI
4875	daclatasvir	has role	CHEBI:83799	nonstructural protein 5A inhibitor	CHEBI
4876	belinostat	has role	CHEBI:35610	antineoplastic agent	CHEBI
4877	tavaborole	has role	CHEBI:35718	antifungal agent	CHEBI
4878	idelalisib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4866	ceritinib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4829	apremilast	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
4830	empagliflozin	has role	CHEBI:35526	hypoglycemic agent	CHEBI
4823	peramivir	has role	CHEBI:52425	EC 3.2.1.18 (exo-alpha-sialidase) inhibitor	CHEBI
4823	peramivir	has role	CHEBI:36044	antiviral drug	CHEBI
4814	olodaterol	has role	CHEBI:35522	beta-adrenergic agonist	CHEBI
4814	olodaterol	has role	CHEBI:35523	bronchodilator agent	CHEBI
4816	umeclidinium	has role	CHEBI:48876	muscarinic antagonist	CHEBI
4806	vortioxetine	has role	CHEBI:35469	antidepressant	CHEBI
4806	vortioxetine	has role	CHEBI:35474	anxiolytic drug	CHEBI
4806	vortioxetine	has role	CHEBI:35941	serotonergic agonist	CHEBI
4806	vortioxetine	has role	CHEBI:48279	serotonergic antagonist	CHEBI
4807	riociguat	has role	CHEBI:35674	antihypertensive agent	CHEBI
4809	macitentan	has role	CHEBI:51451	endothelin receptor antagonist	CHEBI
4809	macitentan	has role	CHEBI:35674	antihypertensive agent	CHEBI
4809	macitentan	has role	CHEBI:71031	orphan drug	CHEBI
4810	ibrutinib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4811	sofosbuvir	has role	CHEBI:50266	prodrug	CHEBI
4811	sofosbuvir	has role	CHEBI:36044	antiviral drug	CHEBI
4805	dolutegravir	has role	CHEBI:67268	HIV-1 integrase inhibitor	CHEBI
4780	sodium tartrate	has role	CHEBI:63047	food emulsifier	CHEBI
4757	dimethyl fumarate	has role	CHEBI:50846	immunomodulator	CHEBI
4757	dimethyl fumarate	has role	CHEBI:50748	antipsoriatic	CHEBI
4758	canagliflozin	has role	CHEBI:35526	hypoglycemic agent	CHEBI
4746	pomalidomide	has role	CHEBI:48422	angiogenesis inhibitor	CHEBI
4746	pomalidomide	has role	CHEBI:35610	antineoplastic agent	CHEBI
4746	pomalidomide	has role	CHEBI:50846	immunomodulator	CHEBI
4749	ospemifene	has role	CHEBI:50739	estrogen receptor modulator	CHEBI
4749	ospemifene	has role	CHEBI:35610	antineoplastic agent	CHEBI
4749	ospemifene	has role	CHEBI:67079	anti-inflammatory agent	CHEBI
4654	regorafenib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4659	metamizole	has role	CHEBI:50266	prodrug	CHEBI
4659	metamizole	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
4659	metamizole	has role	CHEBI:35842	antirheumatic drug	CHEBI
4659	metamizole	has role	CHEBI:49110	peripheral nervous system drug	CHEBI
4659	metamizole	has role	CHEBI:35493	antipyretic	CHEBI
4659	metamizole	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
4237	titanium dioxide	has role	CHEBI:77182	food colouring	CHEBI
4238	nitrous oxide	has role	CHEBI:38869	general anaesthetic	CHEBI
4238	nitrous oxide	has role	CHEBI:35620	vasodilator agent	CHEBI
4238	nitrous oxide	has role	CHEBI:35480	analgesic	CHEBI
4238	nitrous oxide	has role	CHEBI:77974	food packaging gas	CHEBI
4238	nitrous oxide	has role	CHEBI:78433	refrigerant	CHEBI
4238	nitrous oxide	has role	CHEBI:77971	raising agent	CHEBI
4238	nitrous oxide	has role	CHEBI:78017	food propellant	CHEBI
4238	nitrous oxide	has role	CHEBI:38870	inhalation anaesthetic	CHEBI
4239	calcium carbonate	has role	CHEBI:77182	food colouring	CHEBI
4239	calcium carbonate	has role	CHEBI:65265	antacid	CHEBI
4239	calcium carbonate	has role	CHEBI:77960	food firming agent	CHEBI
4245	methyl salicylate	has role	CHEBI:35617	flavouring agent	CHEBI
4245	methyl salicylate	has role	CHEBI:24850	insect attractant	CHEBI
4230	Ioflupane I-123	has role	CHEBI:35232	radiopharmaceutical	CHEBI
4220	telbivudine	has role	CHEBI:36044	antiviral drug	CHEBI
4220	telbivudine	has role	CHEBI:59897	EC 2.7.7.49 (RNA-directed DNA polymerase) inhibitor	CHEBI
4222	metitepine	has role	CHEBI:35476	antipsychotic agent	CHEBI
4222	metitepine	has role	CHEBI:48561	dopaminergic antagonist	CHEBI
4222	metitepine	has role	CHEBI:48279	serotonergic antagonist	CHEBI
4223	vilazodone	has role	CHEBI:35469	antidepressant	CHEBI
4223	vilazodone	has role	CHEBI:35941	serotonergic agonist	CHEBI
4223	vilazodone	has role	CHEBI:50949	serotonin uptake inhibitor	CHEBI
4224	pirfenidone	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
4224	pirfenidone	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
4224	pirfenidone	has role	CHEBI:35493	antipyretic	CHEBI
4225	axitinib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4226	ingenol mebutate	has role	CHEBI:35610	antineoplastic agent	CHEBI
4186	icatibant	has role	CHEBI:35530	beta-adrenergic antagonist	CHEBI
4187	crizotinib	has role	CHEBI:35610	antineoplastic agent	CHEBI
4187	crizotinib	has role	CHEBI:59163	biomarker	CHEBI
4188	deferiprone	has role	CHEBI:50267	protective agent	CHEBI
1948	nitric oxide	has role	CHEBI:35523	bronchodilator agent	CHEBI
1948	nitric oxide	has role	CHEBI:35620	vasodilator agent	CHEBI
3244	formaldehyde	has role	CHEBI:48219	disinfectant	CHEBI
1076	ethanol	has role	CHEBI:48218	antiseptic drug	CHEBI
1076	ethanol	has role	CHEBI:48354	polar solvent	CHEBI
1076	ethanol	has role	CHEBI:48219	disinfectant	CHEBI
1076	ethanol	has role	CHEBI:35488	central nervous system depressant	CHEBI
3035	boric acid	has role	CHEBI:74783	astringent	CHEBI
1319	glycine	has role	CHEBI:50733	nutraceutical	CHEBI
1319	glycine	has role	CHEBI:62868	hepatoprotective agent	CHEBI
1319	glycine	has role	CHEBI:64571	NMDA receptor agonist	CHEBI
1399	hydroxycarbamide	has role	CHEBI:35610	antineoplastic agent	CHEBI
1399	hydroxycarbamide	has role	CHEBI:50846	immunomodulator	CHEBI
4024	propylene glycol	has role	CHEBI:48356	protic solvent	CHEBI
906	dimethyl sulfoxide	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
906	dimethyl sulfoxide	has role	CHEBI:50247	antidote	CHEBI
1233	fomepizole	has role	CHEBI:50247	antidote	CHEBI
1233	fomepizole	has role	CHEBI:50267	protective agent	CHEBI
787	deanol	has role	CHEBI:75358	curing agent	CHEBI
3928	dihydroxyacetone	has role	CHEBI:35718	antifungal agent	CHEBI
1316	glycerol	has role	CHEBI:46787	solvent	CHEBI
1316	glycerol	has role	CHEBI:27780	detergent	CHEBI
3267	glutaral	has role	CHEBI:50684	cross-linking reagent	CHEBI
3267	glutaral	has role	CHEBI:48219	disinfectant	CHEBI
759	cycloserine	has role	CHEBI:64571	NMDA receptor agonist	CHEBI
759	cycloserine	has role	CHEBI:35441	antiinfective agent	CHEBI
759	cycloserine	has role	CHEBI:33231	antitubercular agent	CHEBI
334	benzyl alcohol	has role	CHEBI:46787	solvent	CHEBI
334	benzyl alcohol	has role	CHEBI:48318	fragrance	CHEBI
3282	hydroquinone	has role	CHEBI:85046	skin lightening agent	CHEBI
357	betazole	has role	CHEBI:35678	histamine agonist	CHEBI
357	betazole	has role	CHEBI:33295	diagnostic agent	CHEBI
357	betazole	has role	CHEBI:55324	gastrointestinal drug	CHEBI
1745	thiamazole	has role	CHEBI:50671	antithyroid drug	CHEBI
3229	fumaric acid	has role	CHEBI:64049	food acidity regulator	CHEBI
205	amyl nitrite	has role	CHEBI:35620	vasodilator agent	CHEBI
205	amyl nitrite	has role	CHEBI:35674	antihypertensive agent	CHEBI
2487	succinic acid	has role	CHEBI:49201	anti-ulcer drug	CHEBI
2487	succinic acid	has role	CHEBI:50733	nutraceutical	CHEBI
1906	nicotinamide	has role	CHEBI:63726	neuroprotective agent	CHEBI
1906	nicotinamide	has role	CHEBI:67079	anti-inflammatory agent	CHEBI
2835	nicotinic acid	has role	CHEBI:75769	B vitamin	CHEBI
2835	nicotinic acid	has role	CHEBI:35620	vasodilator agent	CHEBI
2835	nicotinic acid	has role	CHEBI:50247	antidote	CHEBI
2835	nicotinic acid	has role	CHEBI:35679	antilipemic drug	CHEBI
2328	pyrazinamide	has role	CHEBI:33231	antitubercular agent	CHEBI
2328	pyrazinamide	has role	CHEBI:50266	prodrug	CHEBI
1334	guaiacol	has role	CHEBI:77035	expectorant	CHEBI
1334	guaiacol	has role	CHEBI:48219	disinfectant	CHEBI
1188	flucytosine	has role	CHEBI:35718	antifungal agent	CHEBI
2819	vigabatrin	has role	CHEBI:35623	anticonvulsant	CHEBI
1725	metformin	has role	CHEBI:35526	hypoglycemic agent	CHEBI
26	fluorouracil	has role	CHEBI:35610	antineoplastic agent	CHEBI
26	fluorouracil	has role	CHEBI:35705	immunosuppressive agent	CHEBI
166	aminolevulinic acid	has role	CHEBI:47868	photosensitizing agent	CHEBI
166	aminolevulinic acid	has role	CHEBI:35610	antineoplastic agent	CHEBI
166	aminolevulinic acid	has role	CHEBI:50177	dermatologic drug	CHEBI
166	aminolevulinic acid	has role	CHEBI:50266	prodrug	CHEBI
163	aminocaproic acid	has role	CHEBI:48675	antifibrinolytic drug	CHEBI
163	aminocaproic acid	has role	CHEBI:50248	hematologic agent	CHEBI
3628	trichloroethylene	has role	CHEBI:38870	inhalation anaesthetic	CHEBI
2058	paraldehyde	has role	CHEBI:35717	sedative	CHEBI
2670	timonacic	has role	CHEBI:62868	hepatoprotective agent	CHEBI
2670	timonacic	has role	CHEBI:50247	antidote	CHEBI
54	acetanilide	has role	CHEBI:35480	analgesic	CHEBI
1653	mecysteine	has role	CHEBI:77034	mucolytic	CHEBI
195	amfetamine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
195	amfetamine	has role	CHEBI:48560	dopaminergic agent	CHEBI
195	amfetamine	has role	CHEBI:37962	adrenergic agent	CHEBI
195	amfetamine	has role	CHEBI:51039	dopamine uptake inhibitor	CHEBI
195	amfetamine	has role	CHEBI:35640	adrenergic uptake inhibitor	CHEBI
124	allopurinol	has role	CHEBI:35845	gout suppressant	CHEBI
346	betahistine	has role	CHEBI:71173	H1-receptor agonist	CHEBI
346	betahistine	has role	CHEBI:35620	vasodilator agent	CHEBI
2415	salicylamide	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
2415	salicylamide	has role	CHEBI:35842	antirheumatic drug	CHEBI
1497	isoniazid	has role	CHEBI:33231	antitubercular agent	CHEBI
2231	pralidoxime	has role	CHEBI:38323	cholinergic drug	CHEBI
2231	pralidoxime	has role	CHEBI:50247	antidote	CHEBI
1243	fosfomycin	has role	CHEBI:22582	antibiotic	CHEBI
2416	salicylic acid	has role	CHEBI:35441	antiinfective agent	CHEBI
2416	salicylic acid	has role	CHEBI:35718	antifungal agent	CHEBI
2416	salicylic acid	has role	CHEBI:50176	keratolytic drug	CHEBI
3442	phenoxyethanol	has role	CHEBI:35441	antiinfective agent	CHEBI
3442	phenoxyethanol	has role	CHEBI:35488	central nervous system depressant	CHEBI
1087	ethosuximide	has role	CHEBI:35623	anticonvulsant	CHEBI
3977	kojic acid	has role	CHEBI:85046	skin lightening agent	CHEBI
3998	octanoic acid	has role	CHEBI:33282	antibacterial agent	CHEBI
2803	valproic acid	has role	CHEBI:51374	GABA agent	CHEBI
2803	valproic acid	has role	CHEBI:35623	anticonvulsant	CHEBI
2803	valproic acid	has role	CHEBI:35471	psychotropic drug	CHEBI
2803	valproic acid	has role	CHEBI:63726	neuroprotective agent	CHEBI
2803	valproic acid	has role	CHEBI:35477	antimanic drug	CHEBI
1078	ethchlorvynol	has role	CHEBI:35717	sedative	CHEBI
168	methyl aminolevulinate	has role	CHEBI:35610	antineoplastic agent	CHEBI
168	methyl aminolevulinate	has role	CHEBI:47868	photosensitizing agent	CHEBI
168	methyl aminolevulinate	has role	CHEBI:50266	prodrug	CHEBI
168	methyl aminolevulinate	has role	CHEBI:50177	dermatologic drug	CHEBI
3290	oxyquinoline	has role	CHEBI:33286	agrochemical	CHEBI
3290	oxyquinoline	has role	CHEBI:24127	fungicide	CHEBI
3290	oxyquinoline	has role	CHEBI:33282	antibacterial agent	CHEBI
3474	adipic acid	has role	CHEBI:64049	food acidity regulator	CHEBI
738	coumarin	has role	CHEBI:51121	fluorescent dye	CHEBI
65	acetylcholine	has role	CHEBI:35620	vasodilator agent	CHEBI
65	acetylcholine	has role	CHEBI:38325	muscarinic agonist	CHEBI
488	carbachol	has role	CHEBI:47958	nicotinic acetylcholine receptor agonist	CHEBI
488	carbachol	has role	CHEBI:38325	muscarinic agonist	CHEBI
488	carbachol	has role	CHEBI:38147	cardiotonic drug	CHEBI
488	carbachol	has role	CHEBI:51068	miotic	CHEBI
488	carbachol	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
2081	penicillamine	has role	CHEBI:35842	antirheumatic drug	CHEBI
2140	phentermine	has role	CHEBI:48560	dopaminergic agent	CHEBI
2140	phentermine	has role	CHEBI:37962	adrenergic agent	CHEBI
2140	phentermine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
2140	phentermine	has role	CHEBI:50507	appetite depressant	CHEBI
2140	phentermine	has role	CHEBI:35470	central nervous system drug	CHEBI
2140	phentermine	has role	CHEBI:35337	central nervous system stimulant	CHEBI
1732	methamphetamine	has role	CHEBI:35471	psychotropic drug	CHEBI
1732	methamphetamine	has role	CHEBI:35337	central nervous system stimulant	CHEBI
1715	metacetamol	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
52	acetaminophen	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
52	acetaminophen	has role	CHEBI:35493	antipyretic	CHEBI
52	acetaminophen	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
144	amantadine	has role	CHEBI:36044	antiviral drug	CHEBI
144	amantadine	has role	CHEBI:48407	antiparkinson drug	CHEBI
144	amantadine	has role	CHEBI:48560	dopaminergic agent	CHEBI
144	amantadine	has role	CHEBI:35480	analgesic	CHEBI
144	amantadine	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
1766	methylparaben	has role	CHEBI:65256	antimicrobial food preservative	CHEBI
1766	methylparaben	has role	CHEBI:63726	neuroprotective agent	CHEBI
1766	methylparaben	has role	CHEBI:35718	antifungal agent	CHEBI
1708	mercaptopurine	has role	CHEBI:35610	antineoplastic agent	CHEBI
2050	aminosalicylic acid	has role	CHEBI:33231	antitubercular agent	CHEBI
1710	mesalazine	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
947	dopamine	has role	CHEBI:38147	cardiotonic drug	CHEBI
947	dopamine	has role	CHEBI:35522	beta-adrenergic agonist	CHEBI
947	dopamine	has role	CHEBI:48560	dopaminergic agent	CHEBI
947	dopamine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
3067	carbon tetrachloride	has role	CHEBI:78433	refrigerant	CHEBI
3260	gentisic acid	has role	CHEBI:64345	MALDI matrix material	CHEBI
934	levomenthol	has role	CHEBI:51177	antitussive	CHEBI
934	levomenthol	has role	CHEBI:53784	antispasmodic drug	CHEBI
934	levomenthol	has role	CHEBI:59683	antipruritic drug	CHEBI
3094	chloroxylenol	has role	CHEBI:48218	antiseptic drug	CHEBI
3094	chloroxylenol	has role	CHEBI:36047	antibacterial drug	CHEBI
2713	tranexamic acid	has role	CHEBI:50248	hematologic agent	CHEBI
2713	tranexamic acid	has role	CHEBI:48675	antifibrinolytic drug	CHEBI
2255	pregabalin	has role	CHEBI:35623	anticonvulsant	CHEBI
1384	hydralazine	has role	CHEBI:35674	antihypertensive agent	CHEBI
1384	hydralazine	has role	CHEBI:35620	vasodilator agent	CHEBI
2695	tolazoline	has role	CHEBI:37890	alpha-adrenergic antagonist	CHEBI
2695	tolazoline	has role	CHEBI:35674	antihypertensive agent	CHEBI
2695	tolazoline	has role	CHEBI:35620	vasodilator agent	CHEBI
1726	methacholine	has role	CHEBI:38325	muscarinic agonist	CHEBI
1726	methacholine	has role	CHEBI:50141	bronchoconstrictor agent	CHEBI
1726	methacholine	has role	CHEBI:38324	cholinergic agonist	CHEBI
1726	methacholine	has role	CHEBI:35620	vasodilator agent	CHEBI
358	bethanechol	has role	CHEBI:38325	muscarinic agonist	CHEBI
1670	meglutol	has role	CHEBI:35821	anticholesteremic drug	CHEBI
1670	meglutol	has role	CHEBI:35664	EC 1.1.1.34/EC 1.1.1.88 (hydroxymethylglutaryl-CoA reductase) inhibitor	CHEBI
513	levocarnitine	has role	CHEBI:35679	antilipemic drug	CHEBI
513	levocarnitine	has role	CHEBI:50733	nutraceutical	CHEBI
513	levocarnitine	has role	CHEBI:66980	nootropic agent	CHEBI
1920	nicotine	has role	CHEBI:35474	anxiolytic drug	CHEBI
1920	nicotine	has role	CHEBI:47958	nicotinic acetylcholine receptor agonist	CHEBI
1920	nicotine	has role	CHEBI:22917	phytogenic insecticide	CHEBI
66	acetylcysteine	has role	CHEBI:74529	antidote to paracetamol poisoning	CHEBI
66	acetylcysteine	has role	CHEBI:35441	antiinfective agent	CHEBI
66	acetylcysteine	has role	CHEBI:36044	antiviral drug	CHEBI
66	acetylcysteine	has role	CHEBI:77034	mucolytic	CHEBI
66	acetylcysteine	has role	CHEBI:73336	vulnerary	CHEBI
24	buphenyl	has role	CHEBI:50266	prodrug	CHEBI
24	buphenyl	has role	CHEBI:63726	neuroprotective agent	CHEBI
24	buphenyl	has role	CHEBI:71031	orphan drug	CHEBI
1754	methoxyflurane	has role	CHEBI:38870	inhalation anaesthetic	CHEBI
1754	methoxyflurane	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
323	benzocaine	has role	CHEBI:59683	antipruritic drug	CHEBI
323	benzocaine	has role	CHEBI:48425	topical anaesthetic	CHEBI
2326	pseudoephedrine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
2326	pseudoephedrine	has role	CHEBI:49167	anti-asthmatic drug	CHEBI
2326	pseudoephedrine	has role	CHEBI:35523	bronchodilator agent	CHEBI
2326	pseudoephedrine	has role	CHEBI:50514	vasoconstrictor agent	CHEBI
2326	pseudoephedrine	has role	CHEBI:35470	central nervous system drug	CHEBI
2326	pseudoephedrine	has role	CHEBI:77715	nasal decongestant	CHEBI
1024	ephedrine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
1024	ephedrine	has role	CHEBI:50514	vasoconstrictor agent	CHEBI
1024	ephedrine	has role	CHEBI:77715	nasal decongestant	CHEBI
586	chloral hydrate	has role	CHEBI:35717	sedative	CHEBI
586	chloral hydrate	has role	CHEBI:38869	general anaesthetic	CHEBI
988	edrophonium	has role	CHEBI:33295	diagnostic agent	CHEBI
988	edrophonium	has role	CHEBI:50247	antidote	CHEBI
1083	ethionamide	has role	CHEBI:33231	antitubercular agent	CHEBI
1083	ethionamide	has role	CHEBI:35679	antilipemic drug	CHEBI
1083	ethionamide	has role	CHEBI:35816	leprostatic drug	CHEBI
2632	thioguanine	has role	CHEBI:35610	antineoplastic agent	CHEBI
3577	oxedrine	has role	CHEBI:35569	alpha-adrenergic agonist	CHEBI
2146	phenylephrine	has role	CHEBI:38147	cardiotonic drug	CHEBI
2146	phenylephrine	has role	CHEBI:50513	mydriatic agent	CHEBI
2146	phenylephrine	has role	CHEBI:50267	protective agent	CHEBI
2146	phenylephrine	has role	CHEBI:50514	vasoconstrictor agent	CHEBI
2146	phenylephrine	has role	CHEBI:35524	sympathomimetic agent	CHEBI
2146	phenylephrine	has role	CHEBI:77715	nasal decongestant	CHEBI
2146	phenylephrine	has role	CHEBI:35569	alpha-adrenergic agonist	CHEBI
1721	metaraminol	has role	CHEBI:35569	alpha-adrenergic agonist	CHEBI
1721	metaraminol	has role	CHEBI:50514	vasoconstrictor agent	CHEBI
1721	metaraminol	has role	CHEBI:35524	sympathomimetic agent	CHEBI
1081	ethinamate	has role	CHEBI:35717	sedative	CHEBI
811	desflurane	has role	CHEBI:38870	inhalation anaesthetic	CHEBI
3607	tioxolone	has role	CHEBI:59010	antiseborrheic	CHEBI
626	chlorzoxazone	has role	CHEBI:51371	muscle relaxant	CHEBI
626	chlorzoxazone	has role	CHEBI:35717	sedative	CHEBI
1563	levetiracetam	has role	CHEBI:35623	anticonvulsant	CHEBI
2308	propylthiouracil	has role	CHEBI:50671	antithyroid drug	CHEBI
2308	propylthiouracil	has role	CHEBI:49020	hormone antagonist	CHEBI
2308	propylthiouracil	has role	CHEBI:74529	antidote to paracetamol poisoning	CHEBI
1790	metronidazole	has role	CHEBI:50685	antitrichomonal drug	CHEBI
1790	metronidazole	has role	CHEBI:50266	prodrug	CHEBI
1790	metronidazole	has role	CHEBI:47868	photosensitizing agent	CHEBI
1790	metronidazole	has role	CHEBI:36047	antibacterial drug	CHEBI
1790	metronidazole	has role	CHEBI:22582	antibiotic	CHEBI
1790	metronidazole	has role	CHEBI:35442	antiparasitic agent	CHEBI
1264	gabapentin	has role	CHEBI:35623	anticonvulsant	CHEBI
3521	rasagiline	has role	CHEBI:63726	neuroprotective agent	CHEBI
2521	sulfanilamide	has role	CHEBI:33282	antibacterial agent	CHEBI
788	debrisoquine	has role	CHEBI:35674	antihypertensive agent	CHEBI
788	debrisoquine	has role	CHEBI:37962	adrenergic agent	CHEBI
788	debrisoquine	has role	CHEBI:66991	sympatholytic agent	CHEBI
3335	medronic acid	has role	CHEBI:50646	bone density conservation agent	CHEBI
4072	ascorbic acid	has role	CHEBI:21241	vitamin C	CHEBI
4072	ascorbic acid	has role	CHEBI:64577	flour treatment agent	CHEBI
4072	ascorbic acid	has role	CHEBI:77962	food antioxidant	CHEBI
1401	hymecromone	has role	CHEBI:35610	antineoplastic agent	CHEBI
2075	pemoline	has role	CHEBI:35337	central nervous system stimulant	CHEBI
737	cotinine	has role	CHEBI:59163	biomarker	CHEBI
737	cotinine	has role	CHEBI:35469	antidepressant	CHEBI
3140	dichlorobenzyl alcohol	has role	CHEBI:48218	antiseptic drug	CHEBI
359	betanidine	has role	CHEBI:35674	antihypertensive agent	CHEBI
359	betanidine	has role	CHEBI:37887	adrenergic antagonist	CHEBI
2302	propofol	has role	CHEBI:38877	intravenous anaesthetic	CHEBI
2302	propofol	has role	CHEBI:35717	sedative	CHEBI
2302	propofol	has role	CHEBI:50919	antiemetic	CHEBI
2302	propofol	has role	CHEBI:35623	anticonvulsant	CHEBI
2115	phenacetin	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
2115	phenacetin	has role	CHEBI:49110	peripheral nervous system drug	CHEBI
1794	mexiletine	has role	CHEBI:38070	anti-arrhythmia drug	CHEBI
1679	memantine	has role	CHEBI:48560	dopaminergic agent	CHEBI
1679	memantine	has role	CHEBI:48407	antiparkinson drug	CHEBI
1679	memantine	has role	CHEBI:63726	neuroprotective agent	CHEBI
1679	memantine	has role	CHEBI:35469	antidepressant	CHEBI
74	acetylsalicylic acid	has role	CHEBI:73182	plant activator	CHEBI
74	acetylsalicylic acid	has role	CHEBI:50427	platelet aggregation inhibitor	CHEBI
74	acetylsalicylic acid	has role	CHEBI:35493	antipyretic	CHEBI
74	acetylsalicylic acid	has role	CHEBI:49023	prostaglandin antagonist	CHEBI
74	acetylsalicylic acid	has role	CHEBI:50249	anticoagulant	CHEBI
74	acetylsalicylic acid	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
74	acetylsalicylic acid	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
2620	theophylline	has role	CHEBI:51371	muscle relaxant	CHEBI
2620	theophylline	has role	CHEBI:35523	bronchodilator agent	CHEBI
2620	theophylline	has role	CHEBI:35620	vasodilator agent	CHEBI
2620	theophylline	has role	CHEBI:50846	immunomodulator	CHEBI
2620	theophylline	has role	CHEBI:67079	anti-inflammatory agent	CHEBI
2620	theophylline	has role	CHEBI:49167	anti-asthmatic drug	CHEBI
2618	theobromine	has role	CHEBI:35620	vasodilator agent	CHEBI
2618	theobromine	has role	CHEBI:35523	bronchodilator agent	CHEBI
38	acamprosate	has role	CHEBI:35942	neurotransmitter agent	CHEBI
773	dacarbazine	has role	CHEBI:35610	antineoplastic agent	CHEBI
773	dacarbazine	has role	CHEBI:50266	prodrug	CHEBI
3362	mitoguazone	has role	CHEBI:35610	antineoplastic agent	CHEBI
1493	isoflurane	has role	CHEBI:38870	inhalation anaesthetic	CHEBI
1009	enflurane	has role	CHEBI:38867	anaesthetic	CHEBI
497	carbimazole	has role	CHEBI:50266	prodrug	CHEBI
497	carbimazole	has role	CHEBI:50671	antithyroid drug	CHEBI
752	cyclobutyrol	has role	CHEBI:61026	bile therapy drug	CHEBI
270	azelaic acid	has role	CHEBI:33282	antibacterial agent	CHEBI
270	azelaic acid	has role	CHEBI:35610	antineoplastic agent	CHEBI
270	azelaic acid	has role	CHEBI:50177	dermatologic drug	CHEBI
861	phenazone	has role	CHEBI:35482	opioid analgesic	CHEBI
861	phenazone	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
861	phenazone	has role	CHEBI:35493	antipyretic	CHEBI
861	phenazone	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
728	colestipol	has role	CHEBI:35821	anticholesteremic drug	CHEBI
3068	carglumic acid	has role	CHEBI:71031	orphan drug	CHEBI
1506	isosorbide mononitrate	has role	CHEBI:35620	vasodilator agent	CHEBI
666	citric acid	has role	CHEBI:64049	food acidity regulator	CHEBI
666	citric acid	has role	CHEBI:33281	antimicrobial agent	CHEBI
3293	ibufenac	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
3293	ibufenac	has role	CHEBI:35481	non-narcotic analgesic	CHEBI
2686	tocainide	has role	CHEBI:38070	anti-arrhythmia drug	CHEBI
2686	tocainide	has role	CHEBI:36333	local anaesthetic	CHEBI
3051	butamben	has role	CHEBI:36333	local anaesthetic	CHEBI
2589	temozolomide	has role	CHEBI:35610	antineoplastic agent	CHEBI
2589	temozolomide	has role	CHEBI:50266	prodrug	CHEBI
1015	enprofylline	has role	CHEBI:35523	bronchodilator agent	CHEBI
1015	enprofylline	has role	CHEBI:49167	anti-asthmatic drug	CHEBI
1015	enprofylline	has role	CHEBI:35475	non-steroidal anti-inflammatory drug	CHEBI
1015	enprofylline	has role	CHEBI:38070	anti-arrhythmia drug	CHEBI
